signal
-0.49
-0.57
-0.46
-1.25
-2.02
-2.87
-4.04
-3.76
-2.94
-1.25
0.57
2.96
5.31
4.22
2.89
0.17
-3.41
-4.89
-5.45
-5.8
-4.83
-2.04
0.4
0.89
1.47
2.45
2.42
2.34
1.92
1.4
1.26
1.09
0.27
0.15
0.67
0.35
0.49
1.03
1.24
1.03
1.03
0.85
0.37
0.28
0.08
-0.3
-0.06
0.28
0.2
0.16
0.39
0.14
0.2
0.65
0.67
0.92
1.37
1.58
1.45
1.47
0.64
0.24
0.05
-0.15
-0.94
-1.01
-0.3
-0.28
-0.14
0.4
0.7
0.88
0.8
0.21
-0.09
-0.13
-0.4
-0.89
-0.75
-0.87
-0.89
-0.79
-0.78
-0.98
-0.6
-0.15
-0.29
-0.23
0.0
0.04
0.04
0.26
0.32
0.35
0.69
0.74
0.58
0.77
0.63
0.23
0.29
0.26
-0.22
-0.1
0.02
-0.02
0.07
0.41
0.31
0.02
0.21
0.09
-0.09
-0.1
-0.26
-0.43
-0.37
-0.74
-1.03
-0.7
-0.42
-0.54
-0.57
-0.53
-0.49
-0.45
-0.24
-0.41
-0.24
0.44
0.11
-0.2
0.02
0.3
0.15
0.38
0.86
0.91
1.13
1.02
0.91
0.62
0.56
0.17
0.01
0.22
-0.35
-0.38
-0.29
-0.32
-0.27
-0.11
0.18
0.14
0.29
0.11
-0.22
-0.16
-0.03
-0.48
-0.77
-1.92
-2.71
-2.19
-1.51
-0.5
0.83
3.58
4.82
3.72
1.91
-1.54
-3.97
-5.12
-6.01
-5.63
-3.78
-0.86
0.23
0.82
1.48
1.41
1.31
1.63
1.59
1.45
1.25
0.72
0.33
0.38
0.02
-0.46
-0.17
0.03
-0.21
-0.27
0.03
-0.09
-0.03
0.25
0.1
0.05
0.12
0.05
0.04
0.18
0.37
0.5
0.88
1.15
1.11
1.56
1.68
1.59
1.77
1.77
1.48
1.11
0.85
0.14
-0.28
-0.62
-1.06
-1.13
-0.98
-0.86
-0.97
-0.46
-0.3
-0.27
-0.04
-0.08
-0.2
-0.2
-0.04
-0.32
-0.28
0.0
-0.27
-0.29
-0.23
-0.26
-0.32
-0.36
-0.45
-0.63
-0.47
-0.55
-0.49
-0.21
0.03
-0.06
-0.12
0.09
-0.23
-0.1
0.21
-0.01
0.2
0.45
0.42
0.32
0.38
0.46
0.45
0.51
0.46
0.06
0.24
-0.01
-0.69
-0.76
-0.77
-0.98
-1.08
-0.57
-0.38
-0.18
0.14
0.16
0.11
0.03
0.13
-0.15
-0.08
-0.16
-0.32
-0.04
0.09
0.0
0.26
0.66
0.79
0.93
1.08
0.52
0.35
0.36
-0.03
-0.24
-0.43
-0.48
-0.75
-0.77
-0.81
-0.91
-0.47
0.02
0.29
0.67
1.06
0.79
0.61
0.79
0.56
0.5
-0.0
-1.23
-1.79
-1.4
-1.26
-1.06
0.55
2.93
4.08
3.49
0.95
-1.87
-4.12
-6.64
-7.97
-7.43
-4.99
-2.67
-1.07
0.77
1.49
1.85
2.45
2.63
2.63
2.76
2.28
1.71
1.68
1.65
1.46
1.39
1.8
1.49
1.11
0.96
0.15
-0.07
-0.02
-0.12
-0.25
-0.06
0.25
0.28
0.37
0.47
0.52
0.72
1.06
1.11
1.31
1.51
1.37
1.25
1.08
0.47
0.09
-0.07
-0.87
-1.26
-1.33
-1.46
-1.66
-1.59
-1.34
-1.5
-1.21
-1.21
-1.37
-1.17
-0.53
-0.28
-0.13
0.43
0.36
0.52
0.47
0.28
0.13
0.36
0.13
-0.07
0.09
0.05
-0.08
-0.01
0.49
0.1
0.07
0.42
0.01
-0.23
0.09
0.34
0.33
0.33
0.13
0.26
0.18
-0.07
-0.41
-0.26
0.19
0.06
0.26
0.28
0.35
0.49
0.4
0.15
0.0
0.08
-0.02
0.04
0.39
0.31
0.31
0.59
0.31
-0.3
-0.14
-0.32
-0.62
-0.59
-0.49
-0.7
-0.82
-0.58
-0.61
-0.43
0.01
0.25
0.55
1.09
1.26
1.2
1.32
1.25
0.79
0.62
0.49
-0.06
-0.28
-0.28
-0.39
-0.29
-0.17
-0.2
0.02
0.36
0.18
0.07
0.21
0.07
-0.09
-0.13
-0.63
-2.57
-3.07
-3.02
-2.6
-1.85
-0.04
2.68
4.03
4.26
2.21
0.24
-2.2
-4.84
-5.52
-5.13
-3.83
-2.2
-0.16
1.63
1.62
1.93
2.03
1.5
1.35
1.1
0.76
0.66
0.79
0.54
0.34
0.81
0.67
0.47
0.64
0.36
0.25
0.3
0.29
-0.16
-0.02
0.27
0.03
-0.09
-0.1
-0.17
-0.07
0.23
0.1
0.16
0.72
1.23
1.41
1.77
1.77
1.51
1.37
0.93
0.15
-0.22
-0.44
-0.85
-1.12
-1.22
-1.38
-1.25
-0.78
-0.72
-0.57
-0.13
-0.21
-0.23
-0.14
-0.44
-0.51
-0.33
-0.43
-0.55
-0.26
0.12
-0.41
-0.29
0.18
-0.2
-0.28
-0.25
-0.13
-0.17
0.21
0.32
0.24
0.87
0.55
0.24
0.38
0.46
-0.03
-0.14
0.42
0.09
-0.01
-0.06
0.07
0.15
0.46
0.67
0.51
0.9
0.81
0.59
0.76
0.49
0.31
0.54
0.53
0.19
0.03
0.04
-0.12
-0.17
-0.1
-0.48
-0.5
-0.15
-0.26
-0.32
0.08
0.39
0.45
0.68
0.82
0.76
0.83
0.81
0.39
0.31
0.33
-0.09
-0.1
-0.08
-0.31
-0.38
-0.19
-0.29
-0.51
-0.15
0.04
-0.1
-0.02
-0.16
-0.33
-0.29
-0.24
-0.5
-0.64
-1.85
-3.4
-2.91
-2.21
-1.49
-0.26
2.6
4.94
4.38
3.27
0.65
-1.55
-3.01
-4.5
-4.47
-3.43
-1.31
-0.2
0.59
1.49
1.51
1.45
1.72
1.36
1.15
1.25
0.72
0.53
0.5
0.07
-0.39
-0.43
-0.66
-1.03
-0.78
-0.46
-0.53
-0.31
0.32
0.29
0.18
0.54
0.49
0.2
0.33
0.08
0.04
0.28
0.58
0.67
0.87
1.32
1.24
1.26
1.07
0.79
0.67
0.55
0.11
-0.06
0.04
-0.32
-0.47
-0.59
-0.61
-0.71
-0.57
-0.44
-0.6
-0.12
-0.16
-0.57
-0.43
-0.69
-0.85
-0.85
-1.16
-1.02
-0.96
-0.4
-0.49
-0.4
0.47
0.52
0.4
0.69
0.73
0.58
0.57
0.4
0.09
0.03
0.27
0.02
0.15
0.43
0.46
0.57
0.56
0.06
-0.11
0.17
0.01
-0.14
0.04
0.31
0.1
0.18
0.05
-0.0
0.0
0.2
-0.2
-0.28
-0.12
-0.52
-0.17
-0.02
0.13
0.13
0.37
0.51
0.24
0.34
0.43
0.27
0.51
0.51
0.28
0.39
0.42
0.29
0.3
0.27
0.01
-0.13
-0.12
-0.39
-0.5
-0.28
-0.42
-0.72
-0.5
-0.66
-1.13
-1.06
-1.13
-1.14
-0.94
-0.51
-0.11
-0.08
-0.75
-2.69
-3.01
-2.32
-1.97
-0.93
1.47
4.43
4.98
4.06
1.64
-0.97
-2.79
-4.12
-4.88
-4.03
-1.77
-0.13
1.0
1.9
2.33
2.24
2.21
1.93
1.71
1.57
1.34
1.04
1.15
0.93
0.73
0.61
0.48
0.03
-0.29
-0.21
-0.63
-0.6
-0.58
-0.74
-0.62
-0.55
-0.55
-0.73
-0.45
-0.13
-0.05
0.48
0.77
0.98
1.29
1.22
1.18
1.05
1.02
0.43
0.01
0.05
-0.74
-0.85
-0.94
-0.86
-0.82
-0.56
-0.41
-0.5
-0.34
-1.08
-1.69
-1.51
-1.52
-1.72
-1.4
-0.32
0.31
0.37
0.78
0.93
0.51
0.49
0.15
0.22
0.58
0.57
0.96
1.27
1.27
0.89
0.81
0.54
-0.06
-0.27
-0.07
-0.21
-0.2
-0.01
-0.02
-0.16
-0.1
-0.54
-0.5
-0.24
-0.28
-0.26
-0.25
-0.03
-0.82
-0.7
-0.44
-0.54
-0.22
-0.15
-0.08
-0.19
-0.07
-0.31
-0.33
-0.14
-0.27
-0.25
-0.1
0.1
0.05
0.53
1.11
1.16
1.29
1.55
1.5
1.3
1.21
0.78
0.63
0.47
-0.0
-0.15
-0.01
-0.44
-0.45
-0.32
-0.34
-0.53
-0.31
-0.03
-0.3
-0.19
-0.27
-0.29
-0.34
-0.26
-0.55
-0.75
-1.32
-3.41
-3.52
-2.52
-1.65
-0.54
1.72
4.84
5.02
3.45
0.9
